Rating,Review,ReviewLength
1,Because of Occupy Harvard you could not get onto campus unless you had a valid student ID People come from all over the world to see this campus and it was just a shame we had to walk all the way around to get to the museum and theatre were attending There has to be a better way to police the encampment and keep the students safe but still let visitors see the campus during the day,384
1,Terrible food terrible service I ordered chicken fried rice The waiter brings me a bowl and says chicken fried rice right I look into the bowl and its a bowl of brown rice This must be a joke I tell him thats wrong and next me brings me a bowl of rice seemingly fried with vegetables and no chicken I bring that back to the counter and say my order had chicken in it bringing my receipt along So finally they bring me a bowl of chicken fried rice Or at least their version of it I didnt think it was possible to actually screw up something as simple as chicken fried rice The rice itself was cheap long grain rice It was inedible due to the how stalehard it was Like absolutely no water absorption And the rice was all covered in something that made it very wet and practically slimy Disgusting I have no idea how people can eat this Oh and that server who brought me the brown rice and claimed it was fried rice tried to bring lettuce wraps to the table next to me saying it was their salad Theres a nice picture on the wall which shows you what the salad is supposed to look like and its not lettuce wraps The best thing about my meal was the fountain drink which cost 185 The Circle K in the same plaza has bigger cups for 99 cents,1234
1,Another night meeting friends here I have to laugh Waited another 20 minutes for my beer to be refilled at the bar A girl even took my empty without even asking if I wanted a refill A new brunette girl that I dont recognize left the bar and sat down with her guy friends on the customer side AT 925 ON A FRIDAY NIGHT Another bartender had to ask her to come back and work Management Pull your head out of your ass Sad to watch I need to talk my friends into another place,471
1,Ive decided to completely write this place off and here is why you should too THREE TIMES I have tried to go here and they have been closed all the while their website and posted hours say they should be open If one of you wants to drive all the way here from the suburbs youd better call first because this place cannot be trusted Ive wasted my time and spent hungry minutes walking here only to be disappointed Vitamin T will fail there I said it,448
1,Very bad food,13
1,Another night meeting friends here I have to laugh Waited another 20 minutes for my beer to be refilled at the bar A girl even took my empty without even asking if I wanted a refill A new brunette girl that I dont recognize left the bar and sat down with her guy friends on the customer side AT 925 ON A FRIDAY NIGHT Another bartender had to ask her to come back and work Management Pull your head out of your ass Sad to watch I need to talk my friends into another place,471
1,I was really excited to try this restaurant and tonight my husband and I came and ordered food to takeout The service was very friendly and the store was clean cute and colorfulbut the food was very disappointing My husband ordered the curry chicken and although it tasted okay he literally almost choked on tiny bones in the meat 4 or 5 times I asked ahead of time if they used white meat and was told yes but the Calypso Pasta I ordered had tiny pieces of dark meat jerk chickeninstead of the boneless white strips I was expecting and really it was just mediocre Im bummed I wanted to like this place,602
1,We found a bandaid with the panang We ordered panang with chicken not panang with bandaid When we told the waiter he argued that it wasnt a bandaid Im sorry theres no mistaking a bandaid The icing on the cake was that they charged us for it If you like bandaid on your dish this I the place to go Too bad yelp doesnt allow 0 stars This place definitely was a ZERO,363
1,The organization is grand with a ton of selection but the employees could care less about costumer service It is very amazing with the amount of unemployed people in the city they have to hire the most incompetent individuals Im not going to be ignorant and say they are ALL bad but a few in the bunch seem to make it difficult to be a repeat costumer Try talking to a manager at this location and you will be routed around the store till you finally get some one that states the manager is off till next week i will stay a website purchaser until they change their policy at this location and hire individuals with a better standard,633
1,I was there on a Friday night with a few friends in the hopes of a quick drink and nosh after a show next door My companion and I ordered basic drinks and were met with shots of liquor in the bottoms of our glasses and a blank look from the waitress when I asked if they were out of mixers After this we opted not to order any food taking our cue from the inability to mix gin with tonic water and were met with an outrageous bill for our two well shots We questioned the tally and were met with a second total that wasnt much better Our credit card was charged twice 40 for some wet ice and a lemon wedge There are many cool and artsy places in Phx where we can catch live music and nosh with friends Ill pass this one up from now on,734
1,Groupon ripoff Small salad three extremely small plates of mediocre pasta desserts that cloyed the palate All for an advertised value of 90 Will NEVER return,157
1,I heard good things about this place and was looking forward to what the basement atmosphere would feel like lowbrow a little seedy etc Sadly too many middleaged men wearing flip flops out on a Friday night Flip flops UGHin Winter Also our waiter SUCKED He acted like he had a hard night and was unwilling to suggest a beer so I am sure he spit in my draftAnyhoo does not matter as I will not return,399
1,Banfield is okay for routine check ups for maintenance and preventive care That is why they offer a wellness plan When it comes to your animal getting sick I would go elsewhere It should not be called a Hopital The doctors are there for profit only and do not show any care for your pet The vet techs care but the doctors dont listen to them This place is lacking ethics when it comes down to making important decisions when it comes to your pets health,453
1,not clean worst gel manicure ever and ruined my nailsJimmy finished it his wife started it Nails sanded too thin and they talk to other people and look away while theye filing sanding and cutting They cut two times now into the side of my thumb nail which causes it to catch and tear off the same day or soon Their 10 or 12yr old daughter brought the colors to pick she is much too precocous to be customer focusedshes narcisstic and I want an adult waiting on me They have to open bottles to look at gel colorno samples Gel drying machine is sitting on a priority mail box on top of chair in customer wait area Pedicure okay Wont come back This place like many with Vietnamese want your money they dont understand service or cleanliness in this one and why we really come to these places They also try and nickle and dime you on price for instance give you a deal to take off gel from previous manicure when youre getting a new gel manicure They want to use the dremel to sand your nails down to the quick How about healthy nails and return visit This place Im surprised stays in business Sadly its not in a category by itself although the others are cleaner Jimmy should stay away from nails and customers and just keep quiet The girl might be cute to some customers but I am not coming to have a 12year old wait on me No thank you,1333
1,Terrible food terrible service I ordered chicken fried rice The waiter brings me a bowl and says chicken fried rice right I look into the bowl and its a bowl of brown rice This must be a joke I tell him thats wrong and next me brings me a bowl of rice seemingly fried with vegetables and no chicken I bring that back to the counter and say my order had chicken in it bringing my receipt along So finally they bring me a bowl of chicken fried rice Or at least their version of it I didnt think it was possible to actually screw up something as simple as chicken fried rice The rice itself was cheap long grain rice It was inedible due to the how stalehard it was Like absolutely no water absorption And the rice was all covered in something that made it very wet and practically slimy Disgusting I have no idea how people can eat this Oh and that server who brought me the brown rice and claimed it was fried rice tried to bring lettuce wraps to the table next to me saying it was their salad Theres a nice picture on the wall which shows you what the salad is supposed to look like and its not lettuce wraps The best thing about my meal was the fountain drink which cost 185 The Circle K in the same plaza has bigger cups for 99 cents,1234
1,Can someone please tell me why people go here Went to breakfast with Deb L and she had a Living Social deal or one of those deal thingies The place was packed probably because its a holiday week That doesnt excuse the EXTREMELY poor service We sat down and waited And waited Servers walked by every few moments nobody stopped to fill our water glasses or take our order Finally we both said something to a girl who walked by She seems mystified that there was a job to do With that many people working getting a cup of coffee shouldnt take 15 minutes Yes 15 freaking minutes Food Mediocre at best I got the traditional eggs benedict with home fries The only saving grace with the amount of ham on it The English muffin didnt seem to be toasted The eggs were ok but nothing great The home fries My 9year old niece could do a better job My burps right now arent even good enough to brag about Im sure if the service had been better I wouldnt be so miserable right now My food coma isnt satisfying I will never go here again Ever I felt stupid leaving a tip it was THAT bad Total Fail Blech,1087
1,This used to be one of my favorite restaurants but the service went way down hill The new owners hire lots of college students with tattoos everywhere as well as lots of piercings Seems like tattoos and too many piercings are a job requirement along with disrespect and a lack of desire The staff is what made this place the worst restaurant ever and doesnt seem to matter how often you let management know I just dont think they care Also in the past few years there is a growing number of homeless that sit out front begging for money They sit so close to the outside patio that you have them dining with you or at least it feels that way making you incredibly uncomfortable Our last visit we sat on the patio which was next to a bench just outside the restaurant where a few homeless were stationed One girl had a huge rat on her shoulder and it was beyond disgusting Management obviously doesnt care and does nothing to improve anything so we go way out of our way now to eat at the other Greek in Chandler at Chandler Mall,1027
1,Can someone please tell me why people go here Went to breakfast with Deb L and she had a Living Social deal or one of those deal thingies The place was packed probably because its a holiday week That doesnt excuse the EXTREMELY poor service We sat down and waited And waited Servers walked by every few moments nobody stopped to fill our water glasses or take our order Finally we both said something to a girl who walked by She seems mystified that there was a job to do With that many people working getting a cup of coffee shouldnt take 15 minutes Yes 15 freaking minutes Food Mediocre at best I got the traditional eggs benedict with home fries The only saving grace with the amount of ham on it The English muffin didnt seem to be toasted The eggs were ok but nothing great The home fries My 9year old niece could do a better job My burps right now arent even good enough to brag about Im sure if the service had been better I wouldnt be so miserable right now My food coma isnt satisfying I will never go here again Ever I felt stupid leaving a tip it was THAT bad Total Fail Blech,1087
1,There really isnt much I like about Michaels to begin with I especially dislike them for using my name and putting on such an inferior showing but this location was a particular disaster Clean up your aisles for goodness sake I feel claustrophobic with all the crap hanging around its like the clothing section at KMart but possibly worse,338
1,Like watching a train wreck in slow motion will definitely be going somewhere else for bagels from now on disappointing have been going there for years The eight day old cream cheese was a nice touch yuck,204
1,I used to love Quiznos I would go out of my way to get a turkey bacon guacamole sandwich any day At this point in my life I will no long be giving any money to this sorry excuse for a sandwich shop The staff is rude and careless I was given obviously bad guacamole Which I didnt realize until i got home a took a bite of my sandwich to have the fowl taste in my mouth It took 20 mins to get my sandwich there was only one couple in front me Im done with this place I should have went to paradise bakery across the street,520
1,I waited 45min and ended up with a tiny gross little serving of tortilla with vegetable scraps thrown in it served in a aluminum takeout box The tables are folding tables like the kind you play beer pong on And they have pictures of kids and babies on the walls and signs asking people to send in pictures of their kids for the walls too which has nothing to do with AsianMexican cuisine it creeped me out,405
1,I hate for my first official review to be a one star review but Macayos really disappointed me last night When I first pulled into the parking lot last night I was surprised to see how many empty parking spaces there were I immediately got excited because normally any restaurant on Bell road any night of the week has a wait However when I walked inside I saw a slew of people waiting to be seated I walked up to the hostess stand and put my name on the list and the hostess did not give me a time quote and when I asked how long it would be she quoted me not too long We waited about 15 minutes before being shown to our table which is where the trouble really began Once we were at our table we were quickly greeted by our server yay however she told us she had another tables drink order to get and then she would be back for ours boo So we waited for her to take the other two tables drink orders before coming back to take ours After about 10 minutes we got our fountain drinks and then 5 minutes later she came back to take our food order Then it took about 50 minutes for our food to come out Seriously 50 minutes thats about how long I planned to spend at Macayos not how long I planned on waiting for my appetizer of taquitos to take to come out And to top it off we were missing a side of rice and a side of baja sauce We decided not to mention it as we did not want to wait another hour for the two items to come out So after eating and waiting for our drinks to be refilled 3 times we finally got the check to which the server apologized for our wait Apparently she couldnt have apologized at all during our 50 minute wait she needed to wait until tip time I dont recommend going to Macayos You might have better luck at any of the other 10 Mexican restaurants on Bell Road,1786
1,I was really excited to try this restaurant and tonight my husband and I came and ordered food to takeout The service was very friendly and the store was clean cute and colorfulbut the food was very disappointing My husband ordered the curry chicken and although it tasted okay he literally almost choked on tiny bones in the meat 4 or 5 times I asked ahead of time if they used white meat and was told yes but the Calypso Pasta I ordered had tiny pieces of dark meat jerk chickeninstead of the boneless white strips I was expecting and really it was just mediocre Im bummed I wanted to like this place,602
1,The food was okay but the portion sizes where the smallest I have ever seenand I am a regular to fox restaurants Babbo is much better,133
1,Like watching a train wreck in slow motion will definitely be going somewhere else for bagels from now on disappointing have been going there for years The eight day old cream cheese was a nice touch yuck,204
1,The only reason 1 star can be given is the flavor choices and taste The SMALLEST wings I have ever seen they must be off of baby chicks I thought it was getting punked actually LOL Never to be back,197
1,I was there on a Friday night with a few friends in the hopes of a quick drink and nosh after a show next door My companion and I ordered basic drinks and were met with shots of liquor in the bottoms of our glasses and a blank look from the waitress when I asked if they were out of mixers After this we opted not to order any food taking our cue from the inability to mix gin with tonic water and were met with an outrageous bill for our two well shots We questioned the tally and were met with a second total that wasnt much better Our credit card was charged twice 40 for some wet ice and a lemon wedge There are many cool and artsy places in Phx where we can catch live music and nosh with friends Ill pass this one up from now on,734
1,This place is awful I bring my fourteen year old daughter along for services once in awhile and on two occasions here they managed to seat me and skip her for other clients that did not have appointments They wont accept a tip from your debitcredit card which is pretty inconvenient if you dont carry cash They use a cheap base coat in an unmarked bottle that leaves my polish job looking funky My mother was a loyal client until she got an infection in her toe after a visit I dont like to write bad reviews but this place does not deserve your business,554
1,This used to be one of my favorite restaurants but the service went way down hill The new owners hire lots of college students with tattoos everywhere as well as lots of piercings Seems like tattoos and too many piercings are a job requirement along with disrespect and a lack of desire The staff is what made this place the worst restaurant ever and doesnt seem to matter how often you let management know I just dont think they care Also in the past few years there is a growing number of homeless that sit out front begging for money They sit so close to the outside patio that you have them dining with you or at least it feels that way making you incredibly uncomfortable Our last visit we sat on the patio which was next to a bench just outside the restaurant where a few homeless were stationed One girl had a huge rat on her shoulder and it was beyond disgusting Management obviously doesnt care and does nothing to improve anything so we go way out of our way now to eat at the other Greek in Chandler at Chandler Mall,1027
1,I wouldnt send my worst enemy to this place,43
1,Slowest DRIVE THRU ever Also the quintessential SHORT BUS Location I frequented this location around dinner time since it is the closest to my home a few times and every time it is between a 1015 min ordeal When i worked at Mickey Ds in the early 90s we had what was called 90 sec HBO Hand Bag Out from order to picking up should be no longer than 90 secs This must not be a practiced any longer I have to say hello when I drive up to the speaker due to getting no response Then I get someone who is rude and says yes I order the big mac deal buy 1 get 1 for a 1 The employee says they do not offer that I advise their menu out front does After 5 min of silence and cars backing up I pull fwd to make sure he is still living to see what is up Total lack of cust serv service he had to have the mgr show him how to ring it up no apology or anything This happened each time I went there Cmon man,893
1,We found a bandaid with the panang We ordered panang with chicken not panang with bandaid When we told the waiter he argued that it wasnt a bandaid Im sorry theres no mistaking a bandaid The icing on the cake was that they charged us for it If you like bandaid on your dish this I the place to go Too bad yelp doesnt allow 0 stars This place definitely was a ZERO,363
1,Most horrible buffet I have ever been to My boyfriend and I are big chinese buffet fans A ton of them have raised their prices recently and not surprisingly have been closing down left and right so the prospect of a good buffet at 58 dollars was absolutely amazing We read all the reviews on yelp and I had high hopes Dear lord The food is awful here Inedible Tastes very distinctly like a bad frozen dinner The only thing I remember being remotely foodlike was some kind of beef and onion dish which tasted a bit like a philly cheesesteak not exactly asian fare I tried really hard to like this place My boyfriend didnt like any of it either I dont understand how they have such good ratings The ONLY thing I like about this place is their dessert bar because they have toppings for the frozen yogurt It always annoyed me how so many buffets dont even have sprinkles so theyve got that going for them though I think Ill just go to Mojo or Yogurtland haha In short I dont understand how anyone can eat this garbage,1014
1,Most livable city my eye Plastic yuppies around every corner looking for a reason to belong I cant wait for the homosexuals to take control of this dog park and give it some class Avoid at all cost,197
1,I heard good things about this place and was looking forward to what the basement atmosphere would feel like lowbrow a little seedy etc Sadly too many middleaged men wearing flip flops out on a Friday night Flip flops UGHin Winter Also our waiter SUCKED He acted like he had a hard night and was unwilling to suggest a beer so I am sure he spit in my draftAnyhoo does not matter as I will not return,399
1,If only I where rating this place based on their sushi I would give it 5 stars But Im not rating it based on the food It is purely based on the customer service in this establishment Be warned if you have a large party this is NOT the place to go Ive been in the restaurant industry for over 20 years and I have NEVER heard of a restaurant not splitting checks for large parties So for an over 50000 bill they will take 15 different forms of payment but wont split up the check by individuals or couples How does this make any sense To make matters worse they bring out the sushi and I quote family style Since when did sushi get served family style Here is the problem Sushi is expensive not everyone at the table ate it and when served family style someone else may get what you ordered and you wont have a clue it even made it to the table We spent over 40 minutes trying to figure out this bill SERIOUSLY When I asked the manager her generic and obviously well rehearsed response was this is our company policy we do not split checks for large parties This is absurd So not only did we have a heck of a time figuring out the bill Im pretty sure no one really knew who had what and if they had added random things to the bill How could you know with that many people ordering I never received part of what I ordered yet it made it on that bill So here we have to pay it regardless of what we may or may not have received I understand that adding gratuity to a party this size is also common practice which I dont normally have a problem with but how about some EXCELLENT customer service in return If policy is no separate checks at least tell everyone as they order or as a group that this will occur They said someone was told when the reservation was made The reservation was made for 25 people It wouldve taken 2 seconds to again relay this important piece of information Worst experience ever,1900
1,I hate for my first official review to be a one star review but Macayos really disappointed me last night When I first pulled into the parking lot last night I was surprised to see how many empty parking spaces there were I immediately got excited because normally any restaurant on Bell road any night of the week has a wait However when I walked inside I saw a slew of people waiting to be seated I walked up to the hostess stand and put my name on the list and the hostess did not give me a time quote and when I asked how long it would be she quoted me not too long We waited about 15 minutes before being shown to our table which is where the trouble really began Once we were at our table we were quickly greeted by our server yay however she told us she had another tables drink order to get and then she would be back for ours boo So we waited for her to take the other two tables drink orders before coming back to take ours After about 10 minutes we got our fountain drinks and then 5 minutes later she came back to take our food order Then it took about 50 minutes for our food to come out Seriously 50 minutes thats about how long I planned to spend at Macayos not how long I planned on waiting for my appetizer of taquitos to take to come out And to top it off we were missing a side of rice and a side of baja sauce We decided not to mention it as we did not want to wait another hour for the two items to come out So after eating and waiting for our drinks to be refilled 3 times we finally got the check to which the server apologized for our wait Apparently she couldnt have apologized at all during our 50 minute wait she needed to wait until tip time I dont recommend going to Macayos You might have better luck at any of the other 10 Mexican restaurants on Bell Road,1786
1,Bitzee Mamas isnt my mama My mama wouldnt have kept her hungry son waiting forever for his lunch She wouldnt have let my go thirsty with no refills She does make a good bowl of salsa so that makes it alright right Took my real mama there for lunch I ordered the taco salad and ma ordered the cheese enchilada plate also a bowl or red chile Taco salad was alright except the taco shell was so mushy from water it literally fell apart when I picked it up glad I wasnt eating the shell Shes old school makes a darn good cheese enchilada and refried beans Struck out again with the red chile I swear can no one except La Canasta make red chile While the meat was tender and the sauce was smooth it had a weird orange color to it and the meat tasted well wasnt any beef Ive ever had On the way to the counter to pay my bill I noticed that almost everyone was eating chimichangas well then looks like I ordered the wrong thing Place is also uber cheap Be careful what you order and mama will be just fine,998
1,Slowest DRIVE THRU ever Also the quintessential SHORT BUS Location I frequented this location around dinner time since it is the closest to my home a few times and every time it is between a 1015 min ordeal When i worked at Mickey Ds in the early 90s we had what was called 90 sec HBO Hand Bag Out from order to picking up should be no longer than 90 secs This must not be a practiced any longer I have to say hello when I drive up to the speaker due to getting no response Then I get someone who is rude and says yes I order the big mac deal buy 1 get 1 for a 1 The employee says they do not offer that I advise their menu out front does After 5 min of silence and cars backing up I pull fwd to make sure he is still living to see what is up Total lack of cust serv service he had to have the mgr show him how to ring it up no apology or anything This happened each time I went there Cmon man,893
1,Slow unorganized and filled to the brim with crazy people I prefer to do everything through the service arizona website but recently got a letter that I needed to get a new license because my picture was going to expire It makes total sense that my license is valid until Im 65 but the picture expires after 11 years Of course the state charges a nominal fee of 12 to replace it If the state of AZ was in need of my money Id gladly just give it to them if it means avoiding this nightmare Oh and the camera is set to fat,520
1,We found a bandaid with the panang We ordered panang with chicken not panang with bandaid When we told the waiter he argued that it wasnt a bandaid Im sorry theres no mistaking a bandaid The icing on the cake was that they charged us for it If you like bandaid on your dish this I the place to go Too bad yelp doesnt allow 0 stars This place definitely was a ZERO,363
1,This used to be one of my favorite restaurants but the service went way down hill The new owners hire lots of college students with tattoos everywhere as well as lots of piercings Seems like tattoos and too many piercings are a job requirement along with disrespect and a lack of desire The staff is what made this place the worst restaurant ever and doesnt seem to matter how often you let management know I just dont think they care Also in the past few years there is a growing number of homeless that sit out front begging for money They sit so close to the outside patio that you have them dining with you or at least it feels that way making you incredibly uncomfortable Our last visit we sat on the patio which was next to a bench just outside the restaurant where a few homeless were stationed One girl had a huge rat on her shoulder and it was beyond disgusting Management obviously doesnt care and does nothing to improve anything so we go way out of our way now to eat at the other Greek in Chandler at Chandler Mall,1027
1,No offense to everyone who gave this place 5 stars but the Tempe Cinema staff needs a swift kick in the ass During school hours this place is regularly crawling with hooligan truants Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout Losers,330
1,I was really excited to try this restaurant and tonight my husband and I came and ordered food to takeout The service was very friendly and the store was clean cute and colorfulbut the food was very disappointing My husband ordered the curry chicken and although it tasted okay he literally almost choked on tiny bones in the meat 4 or 5 times I asked ahead of time if they used white meat and was told yes but the Calypso Pasta I ordered had tiny pieces of dark meat jerk chickeninstead of the boneless white strips I was expecting and really it was just mediocre Im bummed I wanted to like this place,602
1,No offense to everyone who gave this place 5 stars but the Tempe Cinema staff needs a swift kick in the ass During school hours this place is regularly crawling with hooligan truants Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout Losers,330
1,I was really excited to try this restaurant and tonight my husband and I came and ordered food to takeout The service was very friendly and the store was clean cute and colorfulbut the food was very disappointing My husband ordered the curry chicken and although it tasted okay he literally almost choked on tiny bones in the meat 4 or 5 times I asked ahead of time if they used white meat and was told yes but the Calypso Pasta I ordered had tiny pieces of dark meat jerk chickeninstead of the boneless white strips I was expecting and really it was just mediocre Im bummed I wanted to like this place,602
1,Banfield is okay for routine check ups for maintenance and preventive care That is why they offer a wellness plan When it comes to your animal getting sick I would go elsewhere It should not be called a Hopital The doctors are there for profit only and do not show any care for your pet The vet techs care but the doctors dont listen to them This place is lacking ethics when it comes down to making important decisions when it comes to your pets health,453
1,I dont know whats up with Eddie I always found him to be pleasant and really taking care of the customers However on the 17th of November we had a birthday party of 19 people and they gave us one waitress We sat down at 700 pm and our main course came at 915 No real big deal but one person cant handle a table of 19 and we were having fun So one of the guests had ordered the 1200 burger along with a salad and told the waitress no Mayo because he cant stand it at all The burger comes out and it has Mayo on it and he tells the waitress She was not at fault and had written it down clearly He asked for a new one and she comes back and says Eddie cooked the hamburger and refused to cook a new one but would make him a new bun He didnt want that because he hates Mayo that much so there was no problem taking it off the tab but Eddie would not make a new one LOL Whats up Eddie I dont understand at all you take it off the bill because you screwed up but refuse to make another burger that you would have been paid for Then you end up looking like a fool in front of the other eighteen people My daughter has even taken one of your classes and said what a great guy you are Really bad PR that night and the next birthday party wont be at Eddies House Great time that night but the ending leaves a very bad taste in 19 peoples mouth,1333
1,Terrible food terrible service I ordered chicken fried rice The waiter brings me a bowl and says chicken fried rice right I look into the bowl and its a bowl of brown rice This must be a joke I tell him thats wrong and next me brings me a bowl of rice seemingly fried with vegetables and no chicken I bring that back to the counter and say my order had chicken in it bringing my receipt along So finally they bring me a bowl of chicken fried rice Or at least their version of it I didnt think it was possible to actually screw up something as simple as chicken fried rice The rice itself was cheap long grain rice It was inedible due to the how stalehard it was Like absolutely no water absorption And the rice was all covered in something that made it very wet and practically slimy Disgusting I have no idea how people can eat this Oh and that server who brought me the brown rice and claimed it was fried rice tried to bring lettuce wraps to the table next to me saying it was their salad Theres a nice picture on the wall which shows you what the salad is supposed to look like and its not lettuce wraps The best thing about my meal was the fountain drink which cost 185 The Circle K in the same plaza has bigger cups for 99 cents,1234
1,The wash aint badbut the process to get it done is pathetic The ticket writers at the entrance move in slow motion They try to upsell at every opportunity Four cars backed up waiting to order their serviceand the crew is standing around with no cars going thru Id rather drive my car dirty then endure the agony of incompetent management,337
1,Most livable city my eye Plastic yuppies around every corner looking for a reason to belong I cant wait for the homosexuals to take control of this dog park and give it some class Avoid at all cost,197
1,So i thought with all the controversy surrounding this place I would support the first amendment with my wallet Unfortunately our experience here was subpar to say the least We came in on a 3pm on Saturday and there was only one other couple inside We were literally outnumbered by the people working there I say this because somehow despite this fact the service was HORRENDOUS I mean we got our order out fine but our waitress dissappeared after that At one point I had to almost get refills for us myself The sushi itself was so overpriced for what it was The Philadelphia roll was decent but the California roll was really bad When it came to paying I put my credit card in the sleeve and waited for awhile Despite there being no one else in the restaurant at this point except one other table the waitress didnt return If it wasnt for the cash I had on me Id be waisting away there at this moment because she had no intention of returning and I have no intention of ingesting there food ever again,1002
1,My friend kept telling me how good their lunches are I tried it but it didnt do anything for me The sandwich tasted like something you can get at Safeway but twice the price For being called a Purveyor of Fine Foods I expected the food to taste like not just any ordinary sandwich What I had Ham cheese with portobello mushrooms on a panini with 2 sides of pasta one was parmesan and the other was macaroni Maybe it was the panini bread I think the parmesan pasta was made there but I know for sure the macaroni was not made there it tasted like something I had at a picnic which was in a carton It wasnt anything to brag home about I found out the head chef made my sandwich keep him in the kitchen and away from the customers no personality whatsoever I asked for his suggestion and his reaction was anythings good Normally when I go to AJs I go for their desserts Their desserts are fabulous and you can get individual servings at a reasonable price I can take an assortment home and have them for later Our company does use them for their catering and Ive had many compliments on their dishes but pass on the lunches,1120
1,My love affair with Pita Jungle is a long oneperhaps longer than any other restaurant certainly longer than I can remember and at least for the adult portion of my life which is why it pains me to write this review For the last 6 months I have ordered takeout one day a week from this location typically on a Friday or Saturday The ridiculousness that has become my adult life has necessitated a heavy reliance on takeout for my main source of nourishment Although the food is always spot on at Pita my takeout experience has been anything but The prior 3 out of 4 times I went to pick up my food I ended up waiting past the promised time Now Im not unreasonable waiting 5 or 10 minutes is not a big deal but each time has been a wait of 25 to 30 minutes past the pick up time with no apologies or explanations I was beginning to wonder if they had ever started cooking my food before I got there The last time I mustve looked really irritated because I was offered an obligatory baklava for my wait Used to the wait I started showing up 5 to 10 minutes past the promised time just as preventative maintenance Imagine my surprise when my order was ready as promised thie time I left with my bag of food and a smile on my face I get back to my friends house open the bag and begin to realize just how badly the order has been screwed up We ordered 4 items 3 of which were wrong I load one item up and head back to Pita Making me wait a ridiculous amount of time for my food is one thing but blatantly screwing up my order is too much As I explain my situation to the takeout girl she goes to get the Manager who proceeds to inform me that I ordered it wrong As I struggle to keep my cool I inform them that they must be mistaken One item was ordered with chicken my item was turkey and the other two were salads Everything came with chicken The salads were for my vegetarian friends and Im allergic to chicken Theres no way youre going to convince me I ordered chicken for myself and two vegetarians Sorry try again Without too much ado the correct dishes were provided and yet another obligatory baklava was offered I declined There is only so much wrong that baklava can right Dont get me wrong their baklava is amazing but its not going to make up for them screwing up my order then trying to blame it on me Oh and did I mention that they gave me a coupon for a free appetizer Too bad the coupon expires in a few days Im afraid I will be taking my weekly Friday takeout business elsewhere until enough time has passed that maybe just maybe I can find it in my heart to forgive Pita Jungle In the meantime I suggest you try to get it together down there In case you missed the count thats 4 out of the last 5 takeouts you missed the mark on including 1 you tried to blame on me Thats shameful,2793
1,Quick spot for a mallmade mayobased California roll This is where you go to learn how sushi can go wrong Youve been hard at work doing swipeandsign Perhaps you even dropped a thousand bucks at Neimans on a worthless Jhane Barnes sweater and some silklined Zanella slacks or three thousand on a whatsleftoflastseasonscollection of Brioni blazer Whatever your fancy youre toting a wrist full of roped glossy shooshingsounding bags with tissue paper sticking out the tops You just want a break and some cool refreshing sushi Its OK but beware Unagi and other hot items have a beepbeep before they get to you California and spicy tuna rolls come real quick cause they come from a vat of mayonnaise Rice is not right either Stick to tuna and salmon sashimi and miso soup If head chef Rick is there think Kyoto of Empire at 24th and Camelback then Ichi Ban University off McClintock ask him to make you a Fat Bob on Acid for good ol times sake Or just go to Starbucks tide yourself over and find a real sushi restaurant And about the Brioni Dont sweat the buyers remorse Itll make a great tax deduction to Florences,1109
1,There really isnt much I like about Michaels to begin with I especially dislike them for using my name and putting on such an inferior showing but this location was a particular disaster Clean up your aisles for goodness sake I feel claustrophobic with all the crap hanging around its like the clothing section at KMart but possibly worse,338
1,No offense to everyone who gave this place 5 stars but the Tempe Cinema staff needs a swift kick in the ass During school hours this place is regularly crawling with hooligan truants Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout Losers,330
1,Banfield is okay for routine check ups for maintenance and preventive care That is why they offer a wellness plan When it comes to your animal getting sick I would go elsewhere It should not be called a Hopital The doctors are there for profit only and do not show any care for your pet The vet techs care but the doctors dont listen to them This place is lacking ethics when it comes down to making important decisions when it comes to your pets health,453
1,No offense to everyone who gave this place 5 stars but the Tempe Cinema staff needs a swift kick in the ass During school hours this place is regularly crawling with hooligan truants Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout Losers,330
1,Every time Ive been there they have messed up my order in some way The first time I ordered a sonic blast w Carmel They charged me for Carmel but there was none in it plus the bottom of the cup was busted and my ice cream was leaking out The next I went I ordered a reese sonic blast and a snickers they were both snickers Very upset I havent been back and I love that place,374
1,Groupon ripoff Small salad three extremely small plates of mediocre pasta desserts that cloyed the palate All for an advertised value of 90 Will NEVER return,157
1,Gross plain and simple Ill crave some quick Chinese Food and then Im always upset What a waste of money,103
1,No offense to everyone who gave this place 5 stars but the Tempe Cinema staff needs a swift kick in the ass During school hours this place is regularly crawling with hooligan truants Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout Losers,330
1,Hey Thai Elephant Stop sucking You used to be so good Why is my egg roll cold Why dont I get a fork with my food after asking Why wont you make me the Tiger on Fire for lunch when I got it last week for lunch AND its on the menu When did you decide to cut my curry portion in half almost When did your service start sucking Hey every person that decided that my two top was not important enough to attend Why did it take 10 minutes to order my drink and then an additional ten minutes to actually get my drink By the way Tiger beer is on your menu If you are not going to actually offer it then you need to take it off your menu I cant believe its come to this I used to love you broke my heart for the last time,712
